6.472287774085998535e-01 -2.140075117349624634e-01 2.849899530410766602e-01 4.879691302776336670e-01 6.161898374557495117e-01 1.105196923017501831e-01 2.676490843296051025e-01 -1.485301613807678223e+00 -3.462091982364654541e-01 -1.079516649246215820e+00 -2.006949484348297119e-01 1.157138228416442871e+00 4.079130589962005615e-01 -4.115563631057739258e-02 -3.790054321289062500e-01 -2.040693759918212891e+00 1.341337561607360840e-01 -3.101510554552078247e-02 6.460177898406982422e-01 -4.126991629600524902e-01 -3.813757002353668213e-01 -5.497745275497436523e-01
5.982826948165893555e-01 1.529479026794433594e+00 9.689536094665527344e-01 1.339479833841323853e-01 9.716041684150695801e-01 1.528567671775817871e+00 1.738853566348552704e-02 1.148638799786567688e-01 -1.962754130363464355e-01 -3.541192710399627686e-01 -2.470541149377822876e-01 -2.790774345397949219e+00 -5.525225996971130371e-01 1.661647111177444458e-01 1.357020884752273560e-01 -3.396706879138946533e-01 2.558173835277557373e-01 -4.943989813327789307e-01 2.785035781562328339e-02 -2.026073187589645386e-01 1.462516188621520996e-01 7.826114892959594727e-01
-3.242651000618934631e-02 6.434839963912963867e-01 5.304310917854309082e-01 4.637607336044311523e-01 5.990201830863952637e-01 1.155577898025512695e+00 -3.252294361591339111e-01 1.351414918899536133e+00 -6.340811252593994141e-01 -3.079029619693756104e-01 6.726626157760620117e-01 3.008717894554138184e-01 9.374602437019348145e-01 -3.891707360744476318e-01 -2.398240268230438232e-01 7.437642812728881836e-01 -1.757150888442993164e+00 -4.179466143250465393e-02 -1.080654710531234741e-01 -2.557332754135131836e+00 1.465480804443359375e+00 1.800007671117782593e-01
-4.879016578197479248e-01 -6.541722454130649567e-03 -4.200527667999267578e-01 -3.212074637413024902e-01 -3.555986285209655762e-01 -3.248142600059509277e-01 1.315601021051406860e-01 -6.170297265052795410e-01 1.322017431259155273e+00 -6.285811662673950195e-01 -3.726167082786560059e-01 -8.003058433532714844e-01 -6.378479003906250000e-01 -9.887796044349670410e-01 -5.683928728103637695e-01 9.566619992256164551e-02 -2.735284268856048584e-01 -1.998798400163650513e-01 5.432554483413696289e-01 2.434072732925415039e+00 -2.216012239456176758e+00 -6.056781411170959473e-01
1.095737144351005554e-01 1.261551856994628906e+00 2.889767102897167206e-02 4.030335545539855957e-01 7.187750339508056641e-01 5.801100730895996094e-01 -1.316675990819931030e-01 -1.096487790346145630e-02 -9.378634691238403320e-01 -1.175486445426940918e-01 5.171863436698913574e-01 -1.468197703361511230e+00 1.111203789710998535e+00 1.721879690885543823e-01 -6.869016587734222412e-02 2.301934175193309784e-02 -8.321472406387329102e-01 7.297881841659545898e-01 5.151881277561187744e-02 -1.321467161178588867e-01 2.955340743064880371e-01 1.769302725791931152e+00
6.591353565454483032e-02 3.312580287456512451e-01 -1.415322542190551758e+00 1.336923390626907349e-01 -4.641686975955963135e-01 3.970098197460174561e-01 8.312519192695617676e-01 2.289417535066604614e-01 3.136265993118286133e+00 -3.770296871662139893e-01 3.028645515441894531e-01 -1.276921033859252930e+00 1.096945881843566895e+00 4.354142844676971436e-01 -6.626094877719879150e-02 -5.294449329376220703e-01 -6.781185865402221680e-01 3.330589532852172852e-01 1.058549955487251282e-01 4.560028668493032455e-03 -3.073357045650482178e-01 -2.943488061428070068e-01
-5.240353196859359741e-02 -7.858089804649353027e-01 9.339546784758567810e-03 2.114002257585525513e-01 -3.128327429294586182e-01 -9.923760890960693359e-01 4.966489970684051514e-01 -7.676237225532531738e-01 -6.984354257583618164e-01 -2.663071453571319580e-01 5.997181311249732971e-02 1.313069105148315430e+00 1.222270131111145020e+00 2.322683297097682953e-02 -2.318163514137268066e-01 1.751523852348327637e+00 -4.359705448150634766e-01 1.333452612161636353e-01 -1.547040045261383057e-01 9.235399775207042694e-03 -8.435851335525512695e-01 -1.376072615385055542e-01
-6.005921959877014160e-02 2.184734195470809937e-01 5.569837689399719238e-01 -5.280533432960510254e-01 -7.896159291267395020e-01 -1.851299107074737549e-01 -3.105431199073791504e-01 -3.112717270851135254e-01 7.766844034194946289e-01 -3.776883780956268311e-01 -5.456926822662353516e-01 -8.149853944778442383e-01 -1.800725579261779785e+00 -5.370130538940429688e-01 2.292851954698562622e-01 1.309606552124023438e+00 -6.619056314229965210e-02 -1.074222996830940247e-01 6.653450727462768555e-01 -1.689212769269943237e-01 4.712773114442825317e-02 1.071113824844360352e+00
8.403551578521728516e-02 -5.701145902276039124e-02 -2.868848443031311035e-01 9.714188426733016968e-02 -3.104711174964904785e-01 -4.947106838226318359e-01 -1.380789875984191895e-01 -1.506172657012939453e+00 1.757760643959045410e-01 -8.425636291503906250e-01 -9.340479969978332520e-01 -7.902653813362121582e-01 -1.103533625602722168e+00 4.984027147293090820e-02 -6.291817426681518555e-01 -3.593905568122863770e-01 -3.403754904866218567e-02 -6.134767550975084305e-03 1.621926948428153992e-02 -4.858062416315078735e-02 -2.238460481166839600e-01 -6.448943912982940674e-02
4.868300259113311768e-01 -1.451871171593666077e-02 -7.229824066162109375e-01 2.717743217945098877e-01 3.002527356147766113e-01 -1.042785216122865677e-02 -1.174190044403076172e-01 6.053809449076652527e-02 -1.272276882082223892e-02 -6.875833272933959961e-01 1.673731803894042969e-01 1.478407625108957291e-02 1.539027094841003418e+00 -3.067537844181060791e-01 -4.329643845558166504e-01 -1.484574675559997559e+00 -3.425617143511772156e-02 8.816124498844146729e-02 1.202144380658864975e-02 -2.159602940082550049e-01 -5.990338325500488281e-01 -1.527981996536254883e+00
